발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,시설종류,대상시설명,소재지도로,소재지지번,위도_2,경도_2,관리기관명,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기준,제공기관코,제공기관명,옐로카펫_,보호구역_
"2014","20140102",야간,목,"1","1","0","0","0",서울,강북구,차대사람,횡단중,횡단중,과속,교차로,교차로부근,중형,보행자,"959558","1959113",127.041661800000000,37.630587769999998,유치원,초안유치원,서울특별시 노원구 우이천로 102,서울특별시 노원구 월계2동 초안@단지,37.630678570000001,127.043452500000001,노원구청,노원경찰서,Y,"2",5.5~8,2020/07/14,"3100000",서울특별시 노원구,"0","10"
"2014","20140102",야간,목,"1","1","0","0","0",서울,강북구,차대사람,횡단중,횡단중,과속,교차로,교차로부근,중형,보행자,"959558","1959113",127.041661800000000,37.630587769999998,초등학교,서울번동초등학교,서울특별시 강북구 오현로 204,서울특별시 강북구 번동 236,37.629030000000000,127.040009999999995,강북구청,강북경찰서,Y,"3","20",2019/05/10,"3080000",서울특별시 강북구,"0","97"
"2014","20140102",야간,목,"1","1","0","0","0",서울,강북구,차대사람,횡단중,횡단중,과속,교차로,교차로부근,중형,보행자,"959558","1959113",127.041661800000000,37.630587769999998,초등학교,신화,서울특별시 도봉구 우이천로 120,,37.632669800000002,127.040859600000005,도봉구청,도봉경찰서,Y,"4",6~15,2019/09/05,"3090000",서울특별시 도봉구,2017-10-19,"96"
"2014","20140103",야간,목,"1","1","0","0","0",서울,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,"959077","1945776",127.036955499999991,37.510356569999999,유치원,성결유치원,서울특별시 강남구 언주로121길 5,,37.511420999999999,127.035353999999998,서울특별시 강남구청,강남경찰서,Y,"4","6",2020/06/24,"3220000",서울특별시 강남구,"0","7"
"2014","20140106",주간,금,"1","1","0","0","0",서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,대형,보행자,"947424","1944662",126.905187100000006,37.499725450000000,어린이집,구립신길5동어린이집,서울특별시 영등포구 신길로13길 20,서울특별시 영등포구 신길동 440-53,37.497563999999997,126.906102000000004,영등포구청,영등포경찰서,Y,"1","8",2020/06/30,"3180000",서울특별시 영등포구,"0","7"
"2014","20140106",주간,토,"1","1","0","0","0",서울,강서구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,횡단보도상,중형,보행자,"939193","1951551",126.811501699999994,37.561310229999997,초등학교,송정초등학교,서울특별시 강서구 공항대로3길 18 (공항동),,37.562231789999998,126.810281700000004,서울특별시 강서구청,강서경찰서,Y,"1","10",2020/01/01,"3150000",서울특별시 강서구,2017-09-14,"96"
"2014","20140107",야간,화,"1","1","0","0","0",서울,광진구,차량단독,기타,기타,기타(운전자법규위반),단일로,기타단일로,소형,"0","963185","1951252",127.083161799999999,37.559886880000001,초등학교,용마초등학교,서울특별시 광진구 천호대로 113길 10,서울특별시 광진구 중곡2동 135-1,37.557931000000004,127.081909999999993,서울특별시청,광진경찰서,Y,"10",,2019/02/20,"3040000",서울특별시 광진구,"0","96"
"2014","20140107",야간,화,"1","1","0","0","0",서울,광진구,차량단독,기타,기타,기타(운전자법규위반),단일로,기타단일로,소형,"0","963185","1951252",127.083161799999999,37.559886880000001,유치원,예일유치원,서울특별시 광진구 천호대로 111길 41,서울특별시 광진구 중곡2동 141-12,37.558236000000001,127.080603999999994,서울특별시청,광진경찰서,Y,"1",,2019/02/20,"3040000",서울특별시 광진구,"0","6"
"2014","20140107",야간,화,"1","1","0","0","0",서울,광진구,차량단독,기타,기타,기타(운전자법규위반),단일로,기타단일로,소형,"0","963185","1951252",127.083161799999999,37.559886880000001,어린이집,키즈용맹(구.하은)어린이집,서울특별시 광진구 긴고랑로 148 (중곡동),서울특별시 광진구 중곡4동 76-58,37.558570000000003,127.082341999999997,서울특별시청,광진경찰서,Y,"2",,2019/02/20,"3040000",서울특별시 광진구,"0","7"
"2014","20140108",야간,화,"1","1","0","0","0",서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,대형,보행자,"952403","1952596",126.960999600000008,37.571506470000003,어린이집,독립문어린이집,서울특별시 서대문구 독립문로10,서울특별시 서대문구 영천동 100,37.570385000000002,126.959665999999999,서울특별시 서대문구청,서울특별시 서대문경찰서,Y,"1",12~13,2019/03/04,"3120000",서울특별시 서대문구,"0","6"
