발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,field_1,관리기관명,소재지도로,소재지지번,설치목적구,카메라대수,카메라화소,촬영방면정,보관일수,설치년월,관리기관전,위도_2,경도_2,데이터기준,제공기관코,제공기관명,시설종류,대상시설명,소재지도_1,소재지지_1,위도_2_2,경도_2_2,관리기관_1,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기_1,제공기관_1,제공기관_2,옐로카펫_,보호구역_
"2015","20150129",야,목,"1","1","0","0","0",서울,구로구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,중형,대형,942102.000000000000000,1945202.000000000000000,126.844938100000007,37.504274010000003,"14217",서울특별시 양천구청,서울특별시 양천구 남부순환로 698,서울특별시 양천구 신정동 739-13 공원안쪽,생활방범,"1",200.000000000000000,120도,30.000000000000000,"201512",02-2620-4793,37.506923000000000,126.843572999999992,2019/11/20,"3140000",서울특별시 양천구,유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,,37.504916770000001,126.844374999999999,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,"3160000",서울특별시 구로구,"0","95"
"2015","20151012",야,월,"1","1","0","0","0",서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,터널안,중형,없음,942107.000000000000000,1945257.000000000000000,126.844990299999992,37.504770039999997,"14217",서울특별시 양천구청,서울특별시 양천구 남부순환로 698,서울특별시 양천구 신정동 739-13 공원안쪽,생활방범,"1",200.000000000000000,120도,30.000000000000000,"201512",02-2620-4793,37.506923000000000,126.843572999999992,2019/11/20,"3140000",서울특별시 양천구,유치원,매봉초병설유치원,서울특별시 구로구 고척로21길 55,,37.504916770000001,126.844374999999999,서울특별시 구로구청,구로경찰서,Y,,,2019/10/28,"3160000",서울특별시 구로구,"0","95"
"2015","20150413",야,월,"1","1","0","0","0",서울,서대문구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,중형,없음,952584.000000000000000,1952737.000000000000000,126.963040099999986,37.572786659999998,"29713",서울특별시 종로구청,서울특별시 종로구 인왕산로1길 29,"서울특별시 종로구 사직동 304-36, 세븐일레븐 맞은편",생활방범,"2",200.000000000000000,360도전방면,30.000000000000000,"201312",02-2148-4301,37.573532299999997,126.964097400000014,2019/09/18,"3000000",서울특별시 종로구,특수학교,수도사랑의학교,서울특별시 종로구 사직로7길17,서울특별시 종로구 사직동 262-57,37.574721000000004,126.965216999999996,종로구청,종로경찰서,Y,1.000000000000000,"12",2019/01/14,"3000000",서울특별시 종로구,"0","6"
"2015","20151211",야,금,"1","1","0","0","0",서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,954275.000000000000000,1951805.000000000000000,126.982247099999995,37.564471910000002,"19093",서울특별시 중구청,서울특별시 중구 명동길 42 (명동2가),서울특별시 중구 명동2가 33-2,생활방범,"1",200.000000000000000,회전형,30.000000000000000,"201709",02-3396-4744,37.563617000000001,126.984488999999996,2019/11/21,"3010000",서울특별시 중구,초등학교,한성화교소학교,서울특별시 중구 명동2길 35,서울특별시 중구 명동2가 83-8,37.562220920000001,126.983764999999991,서울특별시 중구,서울남대문경찰서,Y,1.000000000000000,"6",2020/07/14,"3010000",서울특별시 중구,"0","7"
"2015","20150524",야,일,"1","2","0","1","0",서울,노원구,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로내,대형,대형,960516.000000000000000,1958611.000000000000000,127.052545899999998,37.626104820000002,"15244",서울특별시 노원구청,서울특별시 노원구 -,서울특별시 노원구 월계2동 555 각심어린이공원1,시설물관리,"1",130.000000000000000,회전,30.000000000000000,"201201",02-2116-3952,37.629543669999997,127.051861400000007,2019/04/08,"3100000",서울특별시 노원구,초등학교,월계초교,서울특별시 노원구 월계로45가길 10,서울특별시 노원구 월계2동 806-3,37.627662999999998,127.050188800000001,노원구청,노원경찰서,Y,2.000000000000000,7~12,2020/07/14,"3100000",서울특별시 노원구,"0","96"
"2015","20150217",주,화,"1","1","0","0","0",서울,노원구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,자전거,960684.000000000000000,1963566.000000000000000,127.054182799999992,37.670772260000000,"14711",서울특별시 노원구청,서울특별시 노원구 동일로231길 23 노일유치원앞,서울특별시 노원구 상계1동 1039-4 삼거리 (노일유치원 맞은편),생활방범,"1",200.000000000000000,회전,30.000000000000000,"201002",02-2116-4917,37.672172889999999,127.053877400000005,2019/04/08,"3100000",서울특별시 노원구,초등학교,상경초교,서울특별시 노원구 수락산로 237,서울특별시 노원구 상계8동 621,37.670552770000000,127.051673099999988,노원구청,노원경찰서,Y,1.000000000000000,9.7~22,2020/07/14,"3100000",서울특별시 노원구,"0","96"
"2015","20150409",주,목,"1","1","0","0","0",서울,노원구,차대차,기타,기타,중앙선 침범,교차로,교차로내,자전거,중형,961539.000000000000000,1958837.000000000000000,127.064126799999997,37.628185200000004,"14681",서울특별시 노원구청,서울특별시 노원구 월계로 376 녹천중후문,서울특별시 노원구 월계3동 316-2,생활방범,"1",130.000000000000000,회전,30.000000000000000,"201307",02-2116-4917,37.630749410000000,127.063099200000011,2019/04/08,"3100000",서울특별시 노원구,초등학교,녹천초교,서울특별시 노원구 마들로3길 34,서울특별시 노원구 월계3동 223,37.628507329999998,127.063112999999987,노원구청,노원경찰서,Y,2.000000000000000,11.5~28.5,2020/07/14,"3100000",서울특별시 노원구,"0","96"
"2015","20150912",야,토,"1","1","0","0","0",서울,노원구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,961501.000000000000000,1959358.000000000000000,127.063668699999994,37.632879490000001,"14563",서울특별시 노원구청,서울특별시 노원구 공릉동707-1,서울특별시 노원구 공릉동707-1,생활방범,"1",200.000000000000000,고정,30.000000000000000,"201512",02-2116-4917,37.630844140000001,127.065628499999988,2019/04/08,"3100000",서울특별시 노원구,초등학교,중현초교,서울특별시 노원구 섬밭로 181,서울특별시 노원구 하계2동 340,37.632513359999997,127.065953000000007,노원구청,노원경찰서,Y,1.000000000000000,7.5~19.5,2020/07/14,"3100000",서울특별시 노원구,"0","96"
"2015","20150217",주,화,"1","1","0","0","0",서울,노원구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,중형,자전거,960684.000000000000000,1963566.000000000000000,127.054182799999992,37.670772260000000,"14369",서울특별시 노원구청,서울특별시 노원구 동일로237가길18,서울특별시 노원구 상계동 1049-34,생활방범,"1",200.000000000000000,회전,30.000000000000000,"201512",02-2116-4917,37.674728819999999,127.054292500000003,2019/04/08,"3100000",서울특별시 노원구,초등학교,노일초교,서울특별시 노원구 동일로231길 24,서울특별시 노원구 상계1동 1044,37.672288860000002,127.053891400000012,노원구청,노원경찰서,Y,3.000000000000000,"10",2020/07/14,"3100000",서울특별시 노원구,"0","95"
"2015","20150128",주,수,"1","1","0","0","0",서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,중형,보행자,960893.000000000000000,1957549.000000000000000,127.056874900000011,37.616548909999999,"14468",서울특별시 노원구청,서울특별시 노원구 광운로2길 47-5,서울특별시 노원구 월계동 476-11,생활방범,"1",200.000000000000000,회전,30.000000000000000,"201512",02-2116-4917,37.617025320000003,127.059359499999999,2019/04/08,"3100000",서울특별시 노원구,초등학교,선곡초교,서울특별시 노원구 광운로2길 1,서울특별시 노원구 월계1동 470,37.618692889999998,127.057803499999991,노원구청,노원경찰서,Y,2.000000000000000,3.5~20,2020/07/14,"3100000",서울특별시 노원구,"0","95"
