발생년,발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자,발생지시도,발생지시군,사고유형_,사고유형__1,사고유형,법규위반,도로형태_,도로형태,가해자_당,피해자_당,발생위치X_,발생위치Y_,경도,위도,field_1,관리기관명,소재지도로,소재지지번,설치목적구,카메라대수,카메라화소,촬영방면정,보관일수,설치년월,관리기관전,위도_2,경도_2,데이터기준,제공기관코,제공기관명,시설종류,대상시설명,소재지도_1,소재지지_1,위도_2_2,경도_2_2,관리기관_1,관할경찰서,CCTV설치여,CCTV설치대,보호구역도,데이터기_1,제공기관_1,제공기관_2,옐로카펫_,보호구역_
"2017","20170104",주간,수,"1","1","0","0","0",서울,중랑구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,"963459","1955106",127.086071799999999,37.594635099999998,"18062",서울특별시 중랑구청,서울특별시 중랑구 봉우재로 147,서울특별시 중랑구 상봉2동 105-91,생활방범,"3",200.000000000000000,"0",30.000000000000000,"201912",02-2094-0284,37.593414910000000,127.089305300000007,2020/05/06,"3060000",서울특별시 중랑구,어린이집,삼성어린이집,서울특별시 중랑구 면목로88길 9,서울특별시 중랑구 상봉2동 107-1,37.594150100000000,127.086921400000008,서울특별시 중랑구청,중랑경찰서,Y,,,2020/03/04,"3060000",서울특별시 중랑구,"0","6"
"2017","20170106",야간,금,"1","1","0","0","0",서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,"958083","1949880",127.025474500000001,37.547302590000001,"2952",서울특별시 성동구청,서울특별시 성동구 장터3길 3,서울특별시 성동구 금호동3가 863,생활방범,"2",200.000000000000000,360도 전방면,30.000000000000000,"201712",02-2286-5879,37.548607000000004,127.020004000000000,2020/06/08,"3030000",서울특별시 성동구,유치원,금호유치원,서울특별시 성동구 금호산2길 35,서울특별시 성동구 금호동3가 165-1,37.548791309999999,127.023112499999996,서울특별시 성동구,성동경찰서,Y,1.000000000000000,"4",2020/06/17,"3030000",서울특별시 성동구,"0","97"
"2017","20170110",야간,화,"1","2","0","1","0",서울,양천구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승합차,"945525","1948772",126.883399299999994,37.536659229999998,"13195",서울특별시 양천구청,"서울특별시 양천구 목동동로 393, 부영1차-벽산 평화의거리",서울특별시 양천구 목동 907-12,생활방범,"3",200.000000000000000,120도,30.000000000000000,"201812",02-2620-4793,37.535750000000000,126.879949999999994,2019/11/20,"3140000",서울특별시 양천구,유치원,원일유치원,서울특별시 양천구 목동동로 350,서울특별시 양천구 목5동 912,37.535158230000000,126.881874500000009,서울특별시 양천구청,양천경찰서,Y,2.000000000000000,"6",2020/06/01,"3140000",서울특별시 양천구,"0","98"
"2017","20170115",주간,일,"1","1","0","0","0",서울,양천구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,보행자,"943719","1949882",126.862873300000004,37.546555200000000,"13034",서울특별시 양천구청,서울특별시 양천구 목동중앙남로16다길 14-7,서울특별시 양천구 목동 324-100,생활방범,"4",130.000000000000000,360도 전방,30.000000000000000,"201112",02-2620-4793,37.543962999999998,126.864851000000002,2019/11/20,"3140000",서울특별시 양천구,유치원,등촌유치원,서울특별시 양천구 목동중앙북로8길 46,서울특별시 양천구 목3동 625-19,37.546575550000000,126.864906499999989,서울특별시 양천구청,양천경찰서,Y,6.000000000000000,"6",2020/06/01,"3140000",서울특별시 양천구,"0","98"
"2017","20170120",주간,금,"1","2","1","0","0",서울,광진구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,"962129","1950299",127.071254699999997,37.551254360000001,"47172",서울특별시 성동구청,서울특별시 성동구 송정12가길 50,서울특별시 성동구 송정동 73-898,생활방범,"3",300.000000000000000,360도 전방면,30.000000000000000,"201311",02-2286-5879,37.551853000000001,127.067389999999989,2020/06/08,"3030000",서울특별시 성동구,유치원,동심유치원,서울특별시 광진구 군자로12길 46 (군자동 일성아파트단지내),서울특별시 광진구 군자동 99,37.551320000000004,127.070383000000007,서울특별시청,광진경찰서,Y,1.000000000000000,,2019/02/20,"3040000",서울특별시 광진구,"0","10"
"2017","20170202",주간,목,"1","1","0","0","0",서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,"944651","1947090",126.873633799999993,37.521447160000001,"13042",서울특별시 양천구청,서울특별시 양천구 오목로54길 8-7,서울특별시 양천구 목동 405-72,생활방범,"5",130.000000000000000,360도 전방,30.000000000000000,"201112",02-2620-4793,37.523845000000001,126.872699999999995,2019/11/20,"3140000",서울특별시 양천구,초등학교,목동초교,서울특별시 양천구 목동동로12길 12,서울특별시 양천구 신정2동 86-2,37.522807960000002,126.872159700000012,서울특별시 양천구청,양천경찰서,Y,5.000000000000000,"5",2020/06/01,"3140000",서울특별시 양천구,"0","8"
"2017","20170202",주간,목,"1","1","0","0","0",서울,양천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,"944651","1947090",126.873633799999993,37.521447160000001,"14107",서울특별시 양천구청,서울특별시 양천구 신목로12길 11,서울특별시 양천구 신정동 120-75,생활방범,"3",200.000000000000000,360도 전방,30.000000000000000,"200912",02-2620-4793,37.520668000000001,126.874811000000008,2019/11/20,"3140000",서울특별시 양천구,학원,잉글리쉬러닝베이(목동),서울특별시 양천구 신목로 50,서울특별시 양천구 신정2동 296-93,37.519741660000001,126.872779900000012,서울특별시 양천구청,양천경찰서,Y,3.000000000000000,"14",2020/06/01,"3140000",서울특별시 양천구,"0","8"
"2017","20170203",야간,금,"1","1","0","0","0",서울,양천구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,"944521","1948172",126.872080999999994,37.531191499999998,"13061",서울특별시 양천구청,서울특별시 양천구 목동중앙서로11길 11,서울특별시 양천구 목동 774-12,생활방범,"3",200.000000000000000,360도 전방,30.000000000000000,"201012",02-2620-4793,37.533460999999996,126.868777000000023,2019/11/20,"3140000",서울특별시 양천구,어린이집,목동어린이집,서울특별시 양천구 목동서로8길 32,서울특별시 양천구 목5동 903-3,37.532909400000001,126.871604499999989,서울특별시 양천구청,양천경찰서,Y,1.000000000000000,"6",2020/06/01,"3140000",서울특별시 양천구,"0","8"
"2017","20170205",야간,일,"1","2","1","0","0",서울,노원구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,"960334","1963973",127.050191999999996,37.674425540000001,"14368",서울특별시 노원구청,서울특별시 노원구 동일로241나길11,서울특별시 노원구 상계동 1113-36,생활방범,"1",200.000000000000000,회전,30.000000000000000,"201512",02-2116-4917,37.677029310000002,127.054197099999996,2019/04/08,"3100000",서울특별시 노원구,어린이집,노원어린이집,서울특별시 노원구 동일로239다길 23,서울특별시 노원구 상계1동 1096-1,37.676221000000005,127.051144999999991,노원구청,노원경찰서,Y,1.000000000000000,4.8~10,2020/07/14,"3100000",서울특별시 노원구,"0","8"
"2017","20170211",야간,토,"1","1","0","0","0",서울,종로구,차대사람,차도통행중,차도통행중,신호위반,교차로,교차로내,승용차,보행자,"953830","1952480",126.977165999999997,37.570533609999998,"19149",서울특별시 중구청,서울특별시 중구 덕수궁길 140 (정동),서울특별시 중구 정동 1-68,생활방범,"1",130.000000000000000,회전형,30.000000000000000,"201010",02-3396-4744,37.569209999999998,126.974367999999998,2019/11/21,"3010000",서울특별시 중구,초등학교,덕수초등학교,서울특별시 중구 덕수궁길 140,서울특별시 중구 정동 1-76,37.569088520000001,126.974658099999999,서울특별시 중구,서울남대문경찰서,Y,2.000000000000000,"8",2020/07/14,"3010000",서울특별시 중구,2015-09-14,"95"
